motor_id,cycle,vibration_mean,vibration_std,temperature_mean,temperature_slope,current_mean,current_std,RUL
1,152,4.21,0.7476,50.96,0.0611,5.382,0.2928,105
1,153,4.597,0.8196,49.83,0.0644,5.202,0.3355,104
1,154,5.28,0.8044,50.11,0.0526,5.488,0.2803,103
1,155,4.478,0.676,50.5,0.0553,5.402,0.3009,102
1,156,4.52,0.795,49.23,0.0574,5.404,0.2509,101
1,157,4.407,0.7591,49.81,0.0615,5.399,0.3017,100
1,158,4.622,0.6623,50.31,0.0508,5.43,0.2815,99
1,159,4.901,0.7926,51.2,0.0673,5.397,0.3301,98
1,160,4.808,0.7452,50.43,0.0607,5.587,0.2963,97
1,161,5.157,0.8397,48.49,0.0498,5.526,0.2643,96
1,162,4.897,0.8734,50.39,0.0745,5.607,0.3074,95
1,163,4.784,0.8165,51.17,0.0452,5.467,0.2601,94
1,164,4.719,0.7995,48.96,0.0484,5.448,0.3763,93
1,165,4.473,0.8198,49.94,0.0576,5.594,0.3219,92
1,166,4.939,0.8412,51.47,0.0401,5.541,0.3112,91
1,167,4.946,0.8617,51.37,0.0689,5.392,0.3284,90
1,168,4.833,0.8186,52.31,0.0574,5.45,0.2767,89
1,169,4.8,0.8796,49.4,0.0651,5.27,0.2966,88
1,170,4.997,0.8023,49.93,0.0592,5.629,0.3632,87
1,171,5.279,0.8664,51.55,0.0731,5.422,0.2905,86
1,172,5.237,0.8782,52.12,0.0658,5.462,0.2884,85
1,173,5.163,0.8927,50.18,0.0565,5.541,0.3482,84
1,174,4.857,0.799,52.35,0.0701,5.489,0.3033,83
1,175,5.233,0.7807,51.13,0.069,5.582,0.3522,82
1,176,4.541,0.8487,51.78,0.0681,5.63,0.2904,81
1,177,5.344,0.8737,52.1,0.0593,5.597,0.3665,80
1,178,4.993,0.8639,51.91,0.0491,5.569,0.3486,79
1,179,4.888,0.8551,51.62,0.0499,5.674,0.2883,78
1,180,5.129,0.8536,51.37,0.0667,5.676,0.3545,77
1,181,4.93,0.8552,50.91,0.0517,5.702,0.2984,76
1,182,4.867,0.8855,50.48,0.0715,5.53,0.2984,75
1,183,4.919,0.8271,52.12,0.0811,5.689,0.3476,74
1,184,4.924,0.8607,52.04,0.0665,5.641,0.2981,73
1,185,5.526,0.8073,51.82,0.0755,5.557,0.3662,72
1,186,4.741,0.8395,49.67,0.0778,5.518,0.3148,71
1,187,5.297,0.8965,53.13,0.0741,5.732,0.3221,70
1,188,5.096,0.9191,52.87,0.0774,5.574,0.3047,69
1,189,4.817,0.8615,52.07,0.0563,5.639,0.3577,68
1,190,5.391,0.8589,52.8,0.0557,5.598,0.3431,67
1,191,4.996,0.8524,52.56,0.0589,5.682,0.3378,66
1,192,5.298,0.9322,52.48,0.0641,5.779,0.3481,65
1,193,4.964,0.9061,51.79,0.0442,5.589,0.3319,64
1,194,5.083,0.8236,52.11,0.074,5.578,0.3522,63
1,195,4.704,0.9289,51.96,0.0566,5.809,0.3595,62
1,196,5.462,0.9222,52.92,0.0665,5.748,0.3442,61
1,197,5.078,0.9003,51.36,0.0704,5.756,0.3515,60
1,198,5.392,0.8973,52.72,0.0712,5.911,0.3101,59
1,199,5.767,0.8796,52.42,0.074,5.784,0.3494,58
1,200,5.333,0.9882,55.39,0.0756,5.803,0.3485,57
1,201,5.704,0.9167,53.38,0.0616,5.477,0.4201,56
1,202,5.571,0.971,52.01,0.0561,5.725,0.3574,55
1,203,5.5,0.9293,54.26,0.076,5.786,0.3896,54
1,204,5.17,0.951,52.5,0.0662,5.912,0.3887,53
1,205,5.481,0.9999,53.48,0.0866,5.686,0.3532,52
1,206,5.458,0.8887,52.51,0.0613,5.844,0.3451,51
1,207,5.444,0.9676,53.08,0.0741,5.798,0.3727,50
1,208,5.723,0.8906,53.38,0.0624,5.934,0.3071,49
1,209,5.447,0.9275,52.79,0.0816,5.851,0.3341,48
1,210,5.533,0.9652,52.68,0.0605,5.883,0.3841,47
1,211,5.56,0.9281,54.66,0.109,5.827,0.3802,46
1,212,5.243,0.9171,55.25,0.0978,5.794,0.3461,45
1,213,5.229,0.9295,53.62,0.0633,5.754,0.3945,44
1,214,5.426,0.9236,52.46,0.0864,5.726,0.3631,43
1,215,5.727,0.9918,53.96,0.0791,5.743,0.347,42
1,216,5.378,0.8256,53.32,0.0754,5.836,0.366,41
1,217,5.557,0.9847,55.41,0.0783,5.936,0.3532,40
1,218,5.602,0.9892,53.63,0.0601,5.725,0.3857,39
1,219,5.524,0.9659,53.24,0.0784,5.924,0.4292,38
1,220,5.549,0.973,54.26,0.0895,6.105,0.3919,37
1,221,5.21,0.9867,52.93,0.0687,6.063,0.3662,36
1,222,5.406,1.0573,54.2,0.0674,5.897,0.3363,35
1,223,5.386,1.0018,51.65,0.0862,5.924,0.4046,34
1,224,5.518,1.017,53.27,0.0703,5.916,0.3816,33
1,225,5.629,1.0668,54.05,0.0843,5.948,0.3868,32
1,226,5.748,0.916,53.83,0.0912,5.891,0.4042,31
1,227,5.777,0.8537,53.13,0.0738,5.86,0.371,30
1,228,5.565,0.9681,53.83,0.0613,6.128,0.4271,29
1,229,5.904,1.0075,53.64,0.1054,5.847,0.4295,28
1,230,5.775,0.9691,53.79,0.0771,5.885,0.3452,27
1,231,5.817,0.9718,55.42,0.0798,5.969,0.3923,26
1,232,5.628,1.0159,54.89,0.105,5.833,0.3688,25
1,233,5.641,0.9607,53.44,0.0666,5.961,0.3745,24
1,234,5.788,0.9544,53.92,0.0914,6.048,0.3447,23
1,235,5.964,1.0011,53.75,0.0898,6.069,0.3176,22
1,236,5.985,1.006,54.38,0.0789,6.091,0.4306,21
1,237,5.86,1.0718,57.06,0.0825,5.887,0.4091,20
1,238,5.962,1.0275,54.8,0.1044,5.97,0.3679,19
1,239,5.131,1.0797,56.33,0.0717,6.062,0.3859,18
1,240,5.833,1.0129,55.11,0.0924,5.961,0.3772,17
1,241,5.58,1.102,54.35,0.0904,5.895,0.3349,16
1,242,5.706,1.0607,56.33,0.0924,6.058,0.3253,15
1,243,5.98,0.9785,54.61,0.1026,6.133,0.3689,14
1,244,5.789,1.0948,55.22,0.083,5.929,0.4186,13
1,245,6.057,1.0191,53.41,0.1036,5.978,0.4163,12
1,246,5.692,1.0251,56.45,0.0827,6.133,0.4289,11
1,247,5.792,1.0803,56.33,0.0986,6.037,0.4068,10
1,248,5.7,1.108,55.72,0.0733,6.036,0.4044,9
1,249,5.803,1.0365,54.06,0.088,6.036,0.4365,8
1,250,5.938,1.1175,54.56,0.0911,6.158,0.4326,7
1,251,5.91,1.035,57.48,0.0858,5.975,0.4056,6
1,252,6.077,1.0472,56.29,0.0971,6.097,0.4435,5
1,253,5.982,1.0629,57.53,0.0948,6.12,0.3609,4
1,254,5.682,1.0065,55.97,0.0885,6.157,0.4467,3
1,255,5.659,1.0256,55.15,0.0937,6.152,0.3859,2
1,256,5.877,1.1145,56.19,0.0995,6.049,0.4139,1
1,257,5.819,1.156,57.2,0.0946,6.234,0.4605,0
2,1,2.75,0.3688,48.01,-0.0071,4.093,0.1523,125
2,2,2.858,0.3486,48.84,-0.0024,4.196,0.1243,125
2,3,2.862,0.2448,50.24,0.0025,3.96,0.151,125
2,4,2.911,0.3806,48.64,0.012,4.234,0.1315,125
2,5,3.074,0.3809,47.94,0.0182,4.216,0.082,125
2,6,3.346,0.3707,50.48,0.0089,4.09,0.2241,125
2,7,2.84,0.2982,49.61,0.0095,4.253,0.0945,125
2,8,2.693,0.3159,49.83,0.014,4.344,0.1283,125
2,9,3.188,0.3033,47.79,0.0027,4.157,0.1971,125
2,10,2.843,0.31,50.72,0.0088,4.307,0.072,125
2,11,2.946,0.385,47.76,0.0177,4.264,0.1254,125
2,12,3.143,0.4,49.5,0.0263,4.351,0.1903,125
2,13,3.129,0.3785,48.6,0.0232,4.214,0.1647,125
2,14,3.189,0.3669,49.99,0.0101,4.23,0.1295,125
2,15,3.146,0.4118,49.47,0.0123,4.39,0.1708,125
2,16,3.264,0.5088,48.9,0.0346,4.346,0.1821,125
2,17,3.251,0.4494,49.06,0.027,4.358,0.181,125
2,18,3.229,0.4176,49.37,0.016,4.32,0.1379,125
2,19,3.251,0.3409,50.13,0.0346,4.64,0.133,125
2,20,3.209,0.4242,50.86,0.0078,4.139,0.168,125
2,21,3.756,0.484,50.45,0.0351,4.365,0.1204,125
2,22,3.413,0.4701,50.69,0.0161,4.399,0.1744,125
2,23,3.505,0.4391,51.04,0.033,4.419,0.1618,125
2,24,3.584,0.4589,49.03,0.0344,4.588,0.1692,124
2,25,3.671,0.3979,51.54,0.015,4.449,0.1878,123
2,26,3.345,0.3849,50.63,0.0184,4.41,0.1396,122
2,27,3.836,0.4321,51.51,0.0083,4.396,0.2224,121
2,28,3.37,0.4653,53.26,0.0251,4.617,0.1497,120
2,29,3.493,0.4534,50.73,0.029,4.301,0.1467,119
2,30,3.963,0.4677,51.86,0.0429,4.316,0.091,118
2,31,4.101,0.3985,51.55,0.0103,4.247,0.18,117
2,32,3.796,0.4307,49.02,0.0301,4.704,0.1322,116
2,33,3.893,0.4909,49.81,0.0377,4.544,0.1819,115
2,34,4.045,0.4842,53.04,0.0543,4.56,0.2016,114
2,35,3.609,0.5653,50.65,0.0237,4.546,0.1855,113
2,36,3.601,0.5385,51.68,0.0079,4.681,0.2449,112
2,37,3.664,0.5679,51.56,0.0201,4.485,0.2441,111
2,38,4.169,0.5402,51.18,0.0385,4.481,0.2158,110
2,39,3.714,0.4823,51.77,0.0104,4.426,0.1946,109
2,40,3.606,0.5573,53.57,0.016,4.463,0.196,108
2,41,4.384,0.4821,52.99,0.0156,4.534,0.2173,107
2,42,3.857,0.5512,52.71,0.0324,4.632,0.2456,106
2,43,3.923,0.5743,52.41,0.0339,4.54,0.1434,105
2,44,3.855,0.5411,52.29,0.0389,4.579,0.1662,104
2,45,3.614,0.5739,52.03,0.0339,4.528,0.1836,103
2,46,3.996,0.5996,51.87,0.0197,4.678,0.2157,102
2,47,3.913,0.6113,51.31,0.0264,4.691,0.1866,101
2,48,4.127,0.5557,52.88,0.0593,4.604,0.207,100
2,49,4.189,0.5232,53.36,0.0442,4.737,0.2392,99
2,50,3.997,0.5532,55.25,0.041,4.824,0.1994,98
2,51,4.06,0.63,53.53,0.0244,4.65,0.2191,97
2,52,4.532,0.604,52.78,0.0372,4.759,0.1731,96
2,53,4.156,0.5655,53.49,0.029,4.802,0.213,95
2,54,3.995,0.6812,53.37,0.0249,4.899,0.2698,94
2,55,3.971,0.5722,53.67,0.035,4.65,0.197,93
2,56,4.769,0.5686,53.41,0.0473,4.753,0.2111,92
2,57,3.995,0.6308,54.24,0.0512,4.77,0.2722,91
2,58,4.318,0.583,54.6,0.044,4.852,0.2126,90
2,59,4.279,0.6053,54.98,0.054,4.92,0.2597,89
2,60,4.604,0.6822,53.96,0.03,4.865,0.2847,88
2,61,4.039,0.5782,54.51,0.0367,4.961,0.2439,87
2,62,4.587,0.6466,54.96,0.031,4.81,0.1846,86
2,63,4.208,0.6097,55.0,0.0318,5.064,0.2822,85
2,64,4.17,0.5506,53.16,0.047,4.775,0.239,84
2,65,4.589,0.6676,55.6,0.0316,4.977,0.2705,83
2,66,4.71,0.6949,53.69,0.0206,4.96,0.2998,82
2,67,4.305,0.62,55.25,0.0564,5.009,0.2186,81
2,68,4.413,0.6365,55.75,0.0537,4.86,0.2319,80
2,69,4.618,0.6593,54.51,0.0422,5.021,0.2477,79
2,70,4.54,0.637,55.98,0.0421,5.0,0.2654,78
2,71,4.497,0.6394,55.41,0.0448,5.087,0.237,77
2,72,4.808,0.7471,56.25,0.0559,4.973,0.2783,76
2,73,4.76,0.6123,55.38,0.0371,4.826,0.2665,75
2,74,4.781,0.6656,56.34,0.0555,5.035,0.2547,74
2,75,4.866,0.7929,53.88,0.0577,4.923,0.2972,73
2,76,4.972,0.6903,55.61,0.0509,5.063,0.268,72
2,77,5.034,0.6378,55.64,0.0581,5.035,0.2686,71
2,78,4.697,0.7692,56.94,0.0389,4.962,0.2657,70
2,79,4.762,0.7724,56.23,0.0659,5.274,0.2541,69
2,80,4.863,0.7841,56.69,0.0567,5.055,0.2658,68
2,81,4.897,0.788,55.51,0.0524,5.293,0.2786,67
2,82,4.912,0.7838,57.24,0.0529,5.104,0.3323,66
2,83,4.658,0.6816,57.88,0.0676,5.042,0.3152,65
2,84,5.011,0.7497,56.99,0.0742,5.227,0.3091,64
2,85,5.079,0.7318,56.68,0.0549,5.077,0.3095,63
2,86,5.261,0.7624,56.28,0.049,5.337,0.2781,62
2,87,4.692,0.6982,56.73,0.0696,5.315,0.3155,61
2,88,4.836,0.8193,57.12,0.0642,5.42,0.2932,60
2,89,4.706,0.8793,57.26,0.0569,5.052,0.3248,59
2,90,5.337,0.8027,58.63,0.0554,5.364,0.328,58
2,91,5.541,0.7123,56.39,0.0689,5.28,0.2795,57
2,92,5.149,0.8482,58.9,0.0633,5.265,0.3235,56
2,93,5.14,0.9032,57.44,0.0614,5.249,0.358,55
2,94,5.042,0.8572,57.91,0.0572,5.071,0.3115,54
2,95,5.617,0.7832,55.13,0.0651,5.171,0.2615,53
2,96,5.085,0.7552,59.18,0.0645,5.362,0.297,52
2,97,5.207,0.7982,58.47,0.0403,5.304,0.3477,51
2,98,5.672,0.8714,58.42,0.0459,5.334,0.2597,50
2,99,5.044,0.8244,58.1,0.0723,5.302,0.2826,49
2,100,5.169,0.8021,59.55,0.0492,5.293,0.3498,48
2,101,5.099,0.8644,58.6,0.0611,5.178,0.3253,47
2,102,5.207,0.8648,57.21,0.0703,5.432,0.3685,46
2,103,5.24,0.8214,59.68,0.0551,5.293,0.3192,45
2,104,5.102,0.9337,59.84,0.0444,5.177,0.3112,44
2,105,5.535,0.9015,60.39,0.0696,5.297,0.3454,43
2,106,5.145,0.831,57.48,0.0583,5.354,0.3176,42
2,107,5.901,0.8832,59.53,0.0694,5.587,0.3083,41
2,108,5.67,0.841,59.15,0.0733,5.306,0.3273,40
2,109,5.507,0.9144,59.17,0.0971,5.641,0.2749,39
2,110,5.559,0.9223,59.83,0.0834,5.179,0.3107,38
2,111,5.939,0.9607,61.88,0.0865,5.349,0.376,37
2,112,5.506,0.9158,59.75,0.0659,5.439,0.3703,36
2,113,5.464,0.9216,60.28,0.0657,5.473,0.3836,35
2,114,5.199,0.8826,58.56,0.0738,5.784,0.3142,34
2,115,5.954,0.9926,57.86,0.0587,5.524,0.3235,33
2,116,5.741,0.9953,60.8,0.0707,5.595,0.3657,32
2,117,5.378,0.9023,60.67,0.0726,5.582,0.3839,31
2,118,5.114,1.0119,58.39,0.0739,5.578,0.3548,30
2,119,5.789,0.9151,59.67,0.0733,5.591,0.3405,29
2,120,5.845,0.9052,59.91,0.0724,5.63,0.3537,28
2,121,5.885,1.0342,60.12,0.0883,5.465,0.3843,27
2,122,5.762,1.0643,60.19,0.0675,5.715,0.3792,26
2,123,5.852,0.8433,61.19,0.0752,5.63,0.3454,25
2,124,6.182,0.9685,60.64,0.0612,5.613,0.3377,24
2,125,6.219,0.9866,60.38,0.0754,5.789,0.3766,23
2,126,5.897,1.0723,61.45,0.0868,5.621,0.363,22
2,127,6.134,0.9825,61.54,0.0777,5.668,0.3724,21
2,128,5.618,1.0554,60.68,0.0669,5.689,0.3588,20
2,129,6.286,1.0277,60.8,0.0705,5.757,0.3596,19
2,130,5.652,0.918,62.19,0.0643,5.587,0.4032,18
2,131,6.219,0.9478,60.97,0.0902,5.738,0.3706,17
2,132,6.07,1.0326,60.58,0.0708,5.84,0.4391,16
2,133,6.291,1.0077,61.11,0.0821,5.846,0.4264,15
2,134,6.087,1.0428,60.45,0.0808,5.9,0.3865,14
2,135,6.227,1.073,62.81,0.0836,5.71,0.3279,13
2,136,5.847,1.0181,62.81,0.0852,5.892,0.3582,12
2,137,5.716,1.069,63.97,0.0857,5.736,0.4233,11
2,138,6.535,0.9838,61.96,0.0944,5.827,0.375,10
2,139,6.134,1.0058,60.94,0.088,5.686,0.3973,9
2,140,5.998,1.0767,62.14,0.0827,5.672,0.4095,8
2,141,6.142,1.02,63.0,0.0947,6.004,0.41,7
2,142,6.331,1.0182,62.01,0.0978,5.805,0.4606,6
2,143,5.992,1.0635,62.62,0.0803,5.833,0.4035,5
2,144,6.371,1.073,63.95,0.1125,5.951,0.4234,4
2,145,6.107,1.056,61.34,0.0931,5.742,0.4341,3
2,146,6.191,1.1069,63.66,0.0701,5.823,0.4267,2
2,147,6.524,1.1345,62.9,0.0885,6.093,0.424,1
2,148,6.634,1.0868,61.84,0.0947,5.982,0.4483,0
3,1,2.517,0.2723,40.35,0.0084,4.428,0.1494,125
3,2,2.624,0.3044,40.45,0.0222,4.117,0.1398,125
3,3,2.04,0.3569,41.52,0.0029,4.318,0.0926,125
3,4,2.128,0.3037,40.36,0.0222,4.517,0.1288,125
3,5,2.415,0.3665,40.91,0.0174,4.133,0.1099,125
3,6,2.054,0.2392,42.28,0.0104,4.491,0.178,125
3,7,2.449,0.3197,40.68,-0.0104,4.294,0.1268,125
3,8,2.322,0.2977,41.46,0.0108,4.374,0.1075,125
3,9,2.985,0.3791,41.49,0.0073,4.276,0.1629,125
3,10,2.438,0.3603,42.17,0.0102,4.412,0.0857,125
3,11,2.325,0.2671,41.46,0.012,4.575,0.12,125
3,12,2.626,0.3899,43.36,0.0213,4.486,0.1991,124
3,13,2.196,0.3458,41.7,0.0166,4.361,0.1795,123
3,14,2.484,0.3478,42.64,0.0104,4.332,0.1105,122
3,15,2.629,0.4366,43.08,0.0228,4.461,0.1349,121
3,16,2.663,0.3305,42.55,0.0289,4.301,0.1932,120
3,17,2.174,0.3587,41.43,0.0123,4.44,0.1934,119
3,18,2.486,0.3569,41.87,0.0145,4.424,0.118,118
3,19,2.825,0.402,43.7,0.0329,4.346,0.2072,117
3,20,2.915,0.4778,42.73,0.0276,4.571,0.2026,116
